"publisher";"date";"impressions";"pageviews";"likes";"followers";"comments";"in_app_pageviews";"shares";"register_followers"
"Raw Story";"2025-06-02";6643460;995260;19929;776;14816;974395;8805;0
"Stocktwits";"2025-06-22";94600;7388;930;32;186;7322;113;0
"Check Your Fact";"2025-06-22";1;0;0;0;0;0;0;0
"Raw Story";"2025-06-22";4003719;783785;31145;779;20194;776934;11291;0
"DPA";"2025-06-22";9589;595;21;2;3;586;6;0
"Raw Story";"2025-06-23";5976477;1214481;34081;935;20215;1198496;12558;0
"Stocktwits";"2025-06-26";291659;34065;1269;72;479;33952;336;0
"DPA";"2025-06-26";716;59;8;0;21;47;0;0
"Raw Story";"2025-06-26";4021868;804045;31714;595;11340;793490;9251;0
"NBA Analysis Network";"2025-06-29";0;0;0;0;0;0;0;0
"Alternet";"2025-06-29";622076;105086;8268;216;3756;103692;1995;0
"Stocktwits";"2025-06-29";60061;6986;688;22;157;6895;47;0
"On3.com";"2025-06-29";827956;51975;1728;134;206;49939;448;0
"East Idaho News";"2025-06-29";3640;118;3;2;4;107;1;0
"Check Your Fact";"2025-06-29";0;0;0;0;0;0;0;0
"Raw Story";"2025-06-29";4933832;866791;20314;757;9950;851514;9565;0
"NFL Analysis Network";"2025-06-29";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-06-30";0;0;0;0;0;0;0;0
"Alternet";"2025-06-30";1136606;257427;12265;488;5458;257389;2947;0
"Stocktwits";"2025-06-30";218076;23441;1609;60;529;23320;210;0
"On3.com";"2025-06-30";748627;46038;1535;105;182;44159;408;0
"East Idaho News";"2025-06-30";792;33;0;1;1;21;0;0
"Check Your Fact";"2025-06-30";2;0;0;0;0;0;0;0
"DPA";"2025-06-30";607;43;4;0;1;33;0;0
"Raw Story";"2025-06-30";5699687;907672;24149;687;10880;894602;7670;0
"NFL Analysis Network";"2025-06-30";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-05";0;0;0;0;0;0;0;0
"Alternet";"2025-07-05";2506681;445518;17191;786;9893;439349;7386;0
"Stocktwits";"2025-07-05";51817;8501;243;20;448;8481;49;0
"On3.com";"2025-07-05";711571;41434;1104;78;122;39645;259;0
"East Idaho News";"2025-07-05";41;4;0;1;0;2;0;0
"Check Your Fact";"2025-07-05";0;0;0;0;0;0;0;0
"DPA";"2025-07-05";7218;484;475;5;34;480;13;0
"Raw Story";"2025-07-05";3441394;650042;20805;491;9541;639111;9260;0
"NFL Analysis Network";"2025-07-05";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-06";0;0;0;0;0;0;0;0
"Alternet";"2025-07-06";2086251;338636;14564;699;9506;330582;5713;0
"Stocktwits";"2025-07-06";21139;2301;58;7;46;2263;13;0
"On3.com";"2025-07-06";1171557;78357;2147;147;706;76075;376;0
"East Idaho News";"2025-07-06";56;5;0;1;0;3;0;0
"Check Your Fact";"2025-07-06";2;0;0;0;0;0;0;0
"DPA";"2025-07-06";1782;110;41;0;7;105;0;0
"Raw Story";"2025-07-06";3820985;726211;18650;422;12377;714263;10488;0
"NFL Analysis Network";"2025-07-06";0;0;0;0;0;0;0;0
"Stocktwits";"2025-07-07";158450;16191;749;54;217;16152;87;0
"East Idaho News";"2025-07-07";980;38;0;0;0;33;0;0
"Check Your Fact";"2025-07-07";2;1;0;0;0;0;0;0
"DPA";"2025-07-07";817;37;1;0;2;36;0;0
"Raw Story";"2025-07-07";6914689;1142828;23041;962;20943;1122638;14596;0
"NBA Analysis Network";"2025-07-07";0;0;0;0;0;0;0;0
"Alternet";"2025-07-07";1279147;229836;13416;414;5576;226446;3666;0
"On3.com";"2025-07-07";1799157;122661;1961;173;694;119914;439;0
"NFL Analysis Network";"2025-07-07";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-08";0;0;0;0;0;0;0;0
"Alternet";"2025-07-08";1591021;321497;11341;390;6028;320230;3905;0
"Stocktwits";"2025-07-08";69815;7855;499;27;111;7725;51;0
"On3.com";"2025-07-08";702120;78732;1922;175;483;75782;359;0
"East Idaho News";"2025-07-08";842;101;0;0;0;101;0;0
"Check Your Fact";"2025-07-08";0;0;0;0;0;1;0;0
"DPA";"2025-07-08";699;19;1;0;0;20;0;0
"Raw Story";"2025-07-08";3805319;658349;19769;657;17598;644450;9658;0
"NFL Analysis Network";"2025-07-08";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-09";0;0;0;0;0;0;0;0
"Alternet";"2025-07-09";1892888;285145;9272;479;4050;278036;2693;0
"Stocktwits";"2025-07-09";98370;10590;1766;20;402;10556;156;0
"On3.com";"2025-07-09";630553;55514;1318;70;229;52595;332;0
"East Idaho News";"2025-07-09";26;12;0;0;0;7;0;0
"NFL Analysis Network";"2025-07-09";0;0;0;0;0;0;0;0
"Check Your Fact";"2025-07-09";1;0;0;0;0;0;0;0
"DPA";"2025-07-09";711;49;5;0;1;43;1;0
"Raw Story";"2025-07-09";5967999;789458;24881;713;19624;772963;9135;0
"NBA Analysis Network";"2025-07-10";0;0;0;0;0;0;0;0
"Alternet";"2025-07-10";1293247;256226;9674;419;4027;252451;2513;0
"Stocktwits";"2025-07-10";76578;6162;773;19;233;6070;102;0
"East Idaho News";"2025-07-10";17;3;0;0;0;3;0;0
"On3.com";"2025-07-10";725705;56523;1170;94;218;53678;309;0
"Check Your Fact";"2025-07-10";1;0;0;0;0;0;0;0
"DPA";"2025-07-10";11901;769;53;2;59;767;8;0
"Raw Story";"2025-07-10";5779403;911961;31885;653;20487;897106;11395;0
"NFL Analysis Network";"2025-07-10";0;0;0;0;0;0;0;0
"Alternet";"2025-07-11";1842326;353005;11964;604;6195;348647;3284;0
"Stocktwits";"2025-07-11";108790;10508;1141;18;195;10477;95;0
"On3.com";"2025-07-11";601308;38165;963;79;168;35130;203;0
"East Idaho News";"2025-07-11";12;0;0;0;0;0;0;0
"Check Your Fact";"2025-07-11";1;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-11";0;0;0;0;0;0;0;0
"DPA";"2025-07-11";7335;349;33;4;30;346;11;0
"Raw Story";"2025-07-11";6944029;1032182;24703;837;15737;1016464;11061;0
"NFL Analysis Network";"2025-07-11";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-12";0;0;0;0;0;0;0;0
"Alternet";"2025-07-12";990694;200815;5704;338;2941;197605;1732;0
"Stocktwits";"2025-07-12";80709;8501;1116;33;105;8475;110;0
"On3.com";"2025-07-12";766033;37724;1000;94;242;35480;266;0
"Check Your Fact";"2025-07-12";0;0;0;0;0;0;0;0
"DPA";"2025-07-12";7308;212;63;3;10;214;6;0
"Raw Story";"2025-07-12";6862356;947911;19081;804;14467;928261;10021;0
"NFL Analysis Network";"2025-07-12";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-13";0;0;0;0;0;0;0;0
"Alternet";"2025-07-13";1168455;203521;6865;362;3597;201707;2503;0
"Stocktwits";"2025-07-13";77627;7250;588;29;102;7218;94;0
"On3.com";"2025-07-13";1499062;78423;1324;180;337;75715;459;0
"East Idaho News";"2025-07-13";79;5;1;1;0;3;0;0
"Check Your Fact";"2025-07-13";0;0;0;0;0;0;0;0
"DPA";"2025-07-13";5777;127;15;2;8;118;0;0
"Raw Story";"2025-07-13";5169897;921749;19111;552;15871;907419;9384;0
"NFL Analysis Network";"2025-07-13";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-14";0;0;0;0;0;0;0;0
"Alternet";"2025-07-14";2602378;311188;6668;674;4952;305959;3530;0
"Stocktwits";"2025-07-14";314657;42003;827;105;222;41603;217;0
"On3.com";"2025-07-14";1022919;70976;1474;131;319;66837;448;0
"East Idaho News";"2025-07-14";128;2;0;0;0;2;0;0
"Check Your Fact";"2025-07-14";0;0;0;0;0;0;0;0
"DPA";"2025-07-14";3806;103;16;1;2;94;0;0
"Raw Story";"2025-07-14";3314006;644261;15436;325;10860;633583;6076;0
"NFL Analysis Network";"2025-07-14";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-16";0;0;0;0;0;0;0;0
"Alternet";"2025-07-16";2762976;391524;14517;580;5857;385135;5321;0
"Stocktwits";"2025-07-16";175641;18540;2551;61;345;17680;330;0
"On3.com";"2025-07-16";678891;57831;919;81;202;54995;224;0
"Check Your Fact";"2025-07-16";2;0;0;0;0;0;0;0
"DPA";"2025-07-16";38875;2071;1370;9;78;2032;50;0
"Raw Story";"2025-07-16";2748138;527329;19748;355;7612;520536;5403;0
"NFL Analysis Network";"2025-07-16";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-17";0;0;0;0;0;0;0;0
"Alternet";"2025-07-17";1346405;252763;14137;472;4319;245451;3419;0
"Stocktwits";"2025-07-17";172719;17705;1196;39;266;17536;302;0
"On3.com";"2025-07-17";629650;43334;841;86;188;40163;289;0
"East Idaho News";"2025-07-17";8098;249;11;1;0;235;4;0
"DPA";"2025-07-17";81334;5629;1374;23;142;5655;89;0
"Raw Story";"2025-07-17";3450241;668515;19833;426;9009;662877;7062;0
"NFL Analysis Network";"2025-07-17";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-18";0;0;0;0;0;0;0;0
"Raw Story";"2025-07-18";3333004;681930;20957;452;10514;672781;6579;0
"NFL Analysis Network";"2025-07-18";0;0;0;0;0;0;0;0
"On3.com";"2025-07-18";579643;36514;756;74;73;34077;319;0
"Raw Story";"2025-07-18";3333004;681930;20957;452;10514;672781;6579;0
"East Idaho News";"2025-07-18";9004;639;12;0;1;624;3;0
"Check Your Fact";"2025-07-18";1;0;0;0;0;0;0;0
"DPA";"2025-07-18";60928;2659;4806;16;175;2615;125;0
"Alternet";"2025-07-18";754462;155688;7730;257;3052;153528;1980;0
"Alternet";"2025-07-19";948853;176126;6972;252;4792;173415;2982;0
"Stocktwits";"2025-07-19";51849;3498;108;4;22;3390;55;0
"On3.com";"2025-07-19";722937;55570;1016;88;220;53261;307;0
"East Idaho News";"2025-07-19";2324;172;1;2;1;160;3;0
"NBA Analysis Network";"2025-07-19";0;0;0;0;0;0;0;0
"Check Your Fact";"2025-07-19";1;0;0;0;0;0;0;0
"DPA";"2025-07-19";62162;3647;1887;19;159;3593;59;0
"Raw Story";"2025-07-19";6508593;1024514;25548;830;14299;1009892;10764;0
"NFL Analysis Network";"2025-07-19";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-20";0;0;0;0;0;0;0;0
"Alternet";"2025-07-20";641762;114247;7072;147;2476;111345;1612;0
"Stocktwits";"2025-07-20";33877;2328;341;9;51;2276;33;0
"On3.com";"2025-07-20";1657115;143478;1755;214;1737;140468;1081;0
"East Idaho News";"2025-07-20";452;23;3;0;0;18;0;0
"Check Your Fact";"2025-07-20";0;0;0;0;0;0;0;0
"DPA";"2025-07-20";211515;14169;4776;59;750;14081;344;0
"Raw Story";"2025-07-20";4658073;873923;24797;645;12742;859485;11084;0
"NFL Analysis Network";"2025-07-20";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-21";0;0;0;0;0;0;0;0
"Alternet";"2025-07-21";566465;126860;6426;159;3040;124076;1726;0
"Stocktwits";"2025-07-21";204687;5344;776;21;139;5280;54;0
"On3.com";"2025-07-21";1119191;115183;1725;153;760;111542;511;0
"East Idaho News";"2025-07-21";332;21;7;0;0;6;5;0
"Check Your Fact";"2025-07-21";1;0;0;0;0;0;0;0
"DPA";"2025-07-21";121338;8263;3039;37;308;8184;139;0
"Raw Story";"2025-07-21";5580262;981043;28340;714;13555;962698;12273;0
"NFL Analysis Network";"2025-07-21";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-22";0;0;0;0;0;0;0;0
"Alternet";"2025-07-22";905044;205282;5547;288;3477;203782;2282;0
"Stocktwits";"2025-07-22";95204;9209;1049;35;147;9100;101;0
"East Idaho News";"2025-07-22";2150;36;21;2;0;32;2;0
"On3.com";"2025-07-22";3019116;197809;2485;282;1624;194125;1031;0
"Check Your Fact";"2025-07-22";0;0;0;0;0;0;0;0
"Raw Story";"2025-07-22";3489430;690105;20247;440;12946;680324;7375;0
"DPA";"2025-07-22";258842;26029;3239;71;358;25981;289;0
"NFL Analysis Network";"2025-07-22";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-23";0;0;0;0;0;0;0;0
"Alternet";"2025-07-23";1632774;328526;12323;588;5045;327566;2261;0
"Stocktwits";"2025-07-23";551214;70068;1894;138;437;69995;407;0
"On3.com";"2025-07-23";1690299;107193;1392;129;623;102615;502;0
"East Idaho News";"2025-07-23";2088;123;7;1;1;114;1;0
"Check Your Fact";"2025-07-23";1;0;0;0;0;0;0;0
"DPA";"2025-07-23";292655;29867;3100;70;453;29718;379;0
"Raw Story";"2025-07-23";5185218;972209;28571;724;12299;959216;8005;0
"NFL Analysis Network";"2025-07-23";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-24";0;0;0;0;0;0;0;0
"Alternet";"2025-07-24";2000480;317809;15254;497;4918;314706;2407;0
"Stocktwits";"2025-07-24";517531;51709;1370;95;318;50905;316;0
"On3.com";"2025-07-24";1019564;54551;920;89;299;51000;319;0
"East Idaho News";"2025-07-24";1216;68;2;1;3;62;0;0
"Check Your Fact";"2025-07-24";0;0;0;0;0;0;0;0
"DPA";"2025-07-24";254454;22235;2833;54;453;21794;255;0
"Raw Story";"2025-07-24";3640786;768053;27603;458;9992;755649;7381;0
"NFL Analysis Network";"2025-07-24";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-25";0;0;0;0;0;0;0;0
"Alternet";"2025-07-25";1479358;245069;11548;438;5055;241821;2975;0
"Stocktwits";"2025-07-25";215776;32829;2412;65;1454;32307;298;0
"On3.com";"2025-07-25";685889;49323;840;76;154;46737;333;0
"East Idaho News";"2025-07-25";357;21;1;0;0;17;0;0
"Check Your Fact";"2025-07-25";0;0;0;0;0;0;0;0
"DPA";"2025-07-25";141426;9205;2965;37;440;9006;186;0
"Raw Story";"2025-07-25";5270732;812262;23351;462;8903;788257;6661;0
"NFL Analysis Network";"2025-07-25";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-26";0;0;0;0;0;0;0;0
"Alternet";"2025-07-26";1214221;226543;7849;388;4221;225212;3923;0
"Stocktwits";"2025-07-26";177522;14373;680;32;246;13855;140;0
"On3.com";"2025-07-26";784859;59405;2426;107;171;56427;356;0
"East Idaho News";"2025-07-26";56;2;0;0;0;2;0;0
"Check Your Fact";"2025-07-26";0;0;0;0;0;0;0;0
"DPA";"2025-07-26";163286;11063;3684;45;305;10910;193;0
"Raw Story";"2025-07-26";3322764;565037;19037;362;7352;551958;5686;0
"NFL Analysis Network";"2025-07-26";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-27";0;0;0;0;0;0;0;0
"Alternet";"2025-07-27";2776750;401596;6197;591;5829;396603;7111;0
"Stocktwits";"2025-07-27";60173;7096;528;15;144;6889;58;0
"East Idaho News";"2025-07-27";41;2;0;0;0;1;0;0
"On3.com";"2025-07-27";1739565;128369;2862;193;482;124096;524;0
"Check Your Fact";"2025-07-27";0;0;0;0;0;0;0;0
"DPA";"2025-07-27";157519;9834;3424;39;336;9617;186;0
"Raw Story";"2025-07-27";3142660;543800;17269;256;9113;535621;6203;0
"NFL Analysis Network";"2025-07-27";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-07-28";0;0;0;0;0;0;0;0
"Alternet";"2025-07-28";1539901;247811;9031;431;4647;243438;3349;0
"Stocktwits";"2025-07-28";281524;21974;1120;29;140;21725;186;0
"East Idaho News";"2025-07-28";24104;94;1;0;2;94;0;0
"On3.com";"2025-07-28";1918108;183671;3241;238;2106;175873;1047;0
"Check Your Fact";"2025-07-28";0;0;0;0;0;0;0;0
"DPA";"2025-07-28";89147;4288;3424;17;366;4114;138;0
"Raw Story";"2025-07-28";3437863;578931;16764;269;6902;567170;5601;0
"NFL Analysis Network";"2025-07-28";27920;384;9;7;0;383;4;0
"NBA Analysis Network";"2025-07-29";0;0;0;0;0;0;0;0
"Alternet";"2025-07-29";2020017;279592;11588;338;8990;276165;3627;0
"Stocktwits";"2025-07-29";143017;8494;1065;16;243;8262;168;0
"On3.com";"2025-07-29";987767;74909;2164;109;533;70563;407;0
"East Idaho News";"2025-07-29";14190;1453;15;1;9;1407;8;0
"Check Your Fact";"2025-07-29";1;0;0;0;0;0;0;0
"Raw Story";"2025-07-29";3890341;657380;19447;337;7703;638213;6339;0
"DPA";"2025-07-29";135005;10035;3640;4;347;9960;180;0
"NFL Analysis Network";"2025-07-29";41364;488;21;2;1;476;4;0
"NBA Analysis Network";"2025-07-30";0;0;0;0;0;0;0;0
"Alternet";"2025-07-30";1345920;244316;9468;325;5035;241959;2993;0
"Stocktwits";"2025-07-30";135515;10228;1097;36;286;10103;141;0
"On3.com";"2025-07-30";1322009;76598;1591;96;415;71254;391;0
"East Idaho News";"2025-07-30";3540;447;0;0;2;420;1;0
"DPA";"2025-07-30";96771;5438;4449;33;208;5333;148;0
"Raw Story";"2025-07-30";3515936;646772;19205;320;8420;635280;5549;0
"NFL Analysis Network";"2025-07-30";20016;384;10;3;2;381;1;0
"NBA Analysis Network";"2025-07-31";0;0;0;0;0;0;0;0
"Alternet";"2025-07-31";1382702;212062;13438;317;4825;209726;3080;0
"Stocktwits";"2025-07-31";189909;29382;2350;30;285;29512;127;0
"East Idaho News";"2025-07-31";8267;255;7;4;3;235;2;0
"On3.com";"2025-07-31";841518;54675;1210;66;260;51001;280;0
"Raw Story";"2025-07-31";3866662;725172;28264;306;12294;716901;7252;0
"DPA";"2025-07-31";107325;6587;3737;19;195;6504;158;0
"NFL Analysis Network";"2025-07-31";6093;154;7;4;0;148;1;0
"NBA Analysis Network";"2025-08-01";0;0;0;0;0;0;0;0
"Alternet";"2025-08-01";978169;150631;10491;229;4244;148869;2370;0
"Stocktwits";"2025-08-01";163861;19589;1360;42;350;19564;89;0
"On3.com";"2025-08-01";736622;49584;741;34;277;46976;242;0
"East Idaho News";"2025-08-01";1650;64;2;1;1;53;0;0
"DPA";"2025-08-01";211677;33985;6195;56;726;33871;260;0
"Raw Story";"2025-08-01";5303428;849706;27466;491;14356;836920;8437;0
"NFL Analysis Network";"2025-08-01";17505;1436;19;7;2;1442;2;0
"NBA Analysis Network";"2025-08-02";0;0;0;0;0;0;0;0
"Alternet";"2025-08-02";483933;104359;6843;146;2220;102961;1633;0
"Stocktwits";"2025-08-02";115147;13879;1001;22;140;13831;77;0
"East Idaho News";"2025-08-02";1120;44;0;0;0;41;0;0
"On3.com";"2025-08-02";2900162;120494;1160;166;623;117253;480;0
"Raw Story";"2025-08-02";4205029;712695;26253;386;12415;698479;8615;0
"DPA";"2025-08-02";141262;7764;5075;53;453;7682;174;0
"NFL Analysis Network";"2025-08-02";54387;5750;60;18;45;5742;10;0
"NBA Analysis Network";"2025-08-03";0;0;0;0;0;0;0;0
"Alternet";"2025-08-03";3447251;601918;9400;700;7139;594776;6012;0
"Stocktwits";"2025-08-03";94684;10275;819;13;207;10186;51;0
"East Idaho News";"2025-08-03";80;4;0;0;0;4;0;0
"On3.com";"2025-08-03";885110;71392;883;111;360;67970;262;0
"Check Your Fact";"2025-08-03";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-03";3259609;597989;21766;294;9158;589486;5460;0
"DPA";"2025-08-03";169291;8940;8976;40;912;8818;300;0
"NFL Analysis Network";"2025-08-03";89271;7911;104;13;42;7926;22;0
"NBA Analysis Network";"2025-08-04";42401;1302;24;6;6;1301;6;0
"Alternet";"2025-08-04";1653716;253988;8071;374;3568;244065;2902;0
"Stocktwits";"2025-08-04";428765;33152;1395;34;459;33067;113;0
"East Idaho News";"2025-08-04";1010;34;0;1;0;32;1;0
"On3.com";"2025-08-04";1095133;61642;845;91;186;59315;242;0
"Check Your Fact";"2025-08-04";0;0;0;0;0;0;0;0
"DPA";"2025-08-04";189757;11136;4995;42;440;10997;267;0
"Raw Story";"2025-08-04";3636134;660908;24527;301;9318;652903;6542;0
"NFL Analysis Network";"2025-08-04";37997;4345;56;11;16;4324;11;0
"NBA Analysis Network";"2025-08-05";82027;5458;73;21;11;5458;14;0
"Alternet";"2025-08-05";1306671;242920;11015;302;3387;240564;2765;0
"Stocktwits";"2025-08-05";336640;35025;2265;57;851;34750;479;0
"East Idaho News";"2025-08-05";4490;149;3;0;0;132;5;0
"On3.com";"2025-08-05";625698;44600;838;63;92;42449;194;0
"DPA";"2025-08-05";299474;20476;8301;82;1116;20250;904;0
"Raw Story";"2025-08-05";2879016;551594;22741;235;9746;544066;6506;0
"NFL Analysis Network";"2025-08-05";20436;2449;40;7;16;2431;7;0
"NBA Analysis Network";"2025-08-06";78986;12035;83;31;50;12089;32;0
"Alternet";"2025-08-06";1106060;241802;15771;271;5407;240417;3426;0
"Stocktwits";"2025-08-06";590363;66508;2562;109;682;65805;482;0
"East Idaho News";"2025-08-06";1081;31;7;0;0;27;1;0
"On3.com";"2025-08-06";585468;44829;807;57;130;42736;281;0
"Check Your Fact";"2025-08-06";1;0;0;0;0;0;0;0
"DPA";"2025-08-06";239586;14563;7060;60;555;14147;397;0
"Raw Story";"2025-08-06";5989514;902547;27987;512;18119;886411;14809;0
"NFL Analysis Network";"2025-08-06";10818;1371;26;4;3;1374;6;0
"NBA Analysis Network";"2025-08-07";106745;12774;90;32;37;12808;30;0
"Alternet";"2025-08-07";1768366;345649;17903;379;6478;342197;5166;0
"Stocktwits";"2025-08-07";217542;33075;2262;46;1060;32723;268;0
"On3.com";"2025-08-07";1027188;82111;1094;122;440;79936;333;0
"East Idaho News";"2025-08-07";1904;78;2;1;0;78;1;0
"DPA";"2025-08-07";231498;20207;4711;77;390;20005;289;0
"Raw Story";"2025-08-07";5183475;833900;25503;367;15975;815433;10012;0
"NFL Analysis Network";"2025-08-07";33261;2680;32;6;20;2675;26;0
"NBA Analysis Network";"2025-08-08";72306;9053;57;17;12;9061;20;0
"Alternet";"2025-08-08";1331661;269670;14618;333;5209;266647;3988;0
"Stocktwits";"2025-08-08";252273;37413;3195;52;720;37377;312;0
"East Idaho News";"2025-08-08";2311;53;2;0;0;49;0;0
"On3.com";"2025-08-08";1606777;95716;1205;154;627;92720;582;0
"Check Your Fact";"2025-08-08";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-08";4812028;779731;25493;360;10897;770081;8481;0
"DPA";"2025-08-08";155786;12529;4364;37;302;12358;233;0
"NFL Analysis Network";"2025-08-08";14733;1343;20;5;11;1334;10;0
"NFL Analysis Network";"2025-08-09";134477;11669;92;21;24;11630;36;0
"NBA Analysis Network";"2025-08-09";134477;11669;92;21;24;11630;36;0
"Alternet";"2025-08-09";1750673;358521;12809;360;5398;353905;4529;0
"Stocktwits";"2025-08-09";103011;12391;1215;23;252;12303;111;0
"On3.com";"2025-08-09";1484283;105788;1325;150;442;102397;508;0
"East Idaho News";"2025-08-09";9990;189;24;0;11;185;0;0
"Check Your Fact";"2025-08-09";0;0;0;0;0;0;0;0
"DPA";"2025-08-09";260424;24487;4879;77;525;24302;244;0
"Raw Story";"2025-08-09";3111038;535400;18673;299;7344;524421;5530;0
"NBA Analysis Network";"2025-08-10";109939;11898;125;25;20;11740;22;0
"Alternet";"2025-08-10";1184840;248302;13297;298;4431;244094;3948;0
"Stocktwits";"2025-08-10";64434;6363;835;12;117;6294;88;0
"On3.com";"2025-08-10";1047876;79938;1160;101;264;76533;320;0
"East Idaho News";"2025-08-10";4840;115;49;0;4;110;2;0
"Check Your Fact";"2025-08-10";0;0;0;0;0;0;0;0
"DPA";"2025-08-10";723261;58884;3642;95;927;57869;371;0
"Raw Story";"2025-08-10";4943189;828017;25327;497;14522;816239;9081;0
"NFL Analysis Network";"2025-08-10";56971;7389;58;15;9;7349;2;0
"NBA Analysis Network";"2025-08-11";126976;15376;130;34;15;15401;28;0
"Alternet";"2025-08-11";853190;178734;10480;219;3364;176822;2829;0
"Stocktwits";"2025-08-11";209717;11987;993;17;277;11803;241;0
"On3.com";"2025-08-11";1034723;76115;1217;138;271;72391;413;0
"East Idaho News";"2025-08-11";5265;64;56;1;11;63;2;0
"DPA";"2025-08-11";365322;25294;4896;73;668;24243;358;0
"Raw Story";"2025-08-11";2392697;476071;18496;236;8204;467248;5188;0
"NFL Analysis Network";"2025-08-11";50847;6189;63;17;7;6174;25;0
"NBA Analysis Network";"2025-08-12";50237;4485;81;17;7;4457;11;0
"Alternet";"2025-08-12";1127358;197531;14044;247;3672;195760;2694;0
"Stocktwits";"2025-08-12";78542;3571;287;5;49;3442;55;0
"On3.com";"2025-08-12";896986;59788;1159;85;213;56589;306;0
"East Idaho News";"2025-08-12";10973;500;27;1;4;483;3;0
"Check Your Fact";"2025-08-12";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-12";3020353;481058;17012;209;12162;469783;9057;0
"DPA";"2025-08-12";180046;15269;5147;60;657;14912;318;0
"NFL Analysis Network";"2025-08-12";43870;4372;67;19;17;4344;15;0
"On3.com";"2025-08-13";751603;63734;1259;80;191;61267;268;0
"East Idaho News";"2025-08-13";4163;147;11;0;4;134;3;0
"Check Your Fact";"2025-08-13";1;0;0;0;0;0;0;0
"DPA";"2025-08-13";163848;12646;5653;43;589;12483;304;0
"NBA Analysis Network";"2025-08-13";56816;8000;70;12;7;8108;24;0
"Alternet";"2025-08-13";3781126;455934;16384;636;6248;448864;3612;0
"Stocktwits";"2025-08-13";83730;10189;989;12;288;10186;226;0
"Raw Story";"2025-08-13";4060447;650747;20432;238;12502;638340;10264;0
"NFL Analysis Network";"2025-08-13";44099;4964;60;12;22;4943;30;0
"NBA Analysis Network";"2025-08-14";100712;15080;149;30;38;15173;23;0
"Alternet";"2025-08-14";1651256;266653;11597;304;5520;261060;3368;0
"Stocktwits";"2025-08-14";119628;10289;807;19;236;10175;243;0
"East Idaho News";"2025-08-14";2856;209;5;1;6;178;7;0
"On3.com";"2025-08-14";613185;47224;899;73;133;44531;208;0
"Check Your Fact";"2025-08-14";0;0;0;0;0;0;0;0
"DPA";"2025-08-14";140841;10455;4096;34;430;10185;201;0
"Raw Story";"2025-08-14";2784574;486296;19055;206;11075;477271;6732;0
"NFL Analysis Network";"2025-08-14";92534;11980;94;33;36;11896;64;0
"NBA Analysis Network";"2025-08-15";96614;14469;109;24;68;14546;39;0
"Alternet";"2025-08-15";956932;177996;12314;214;6177;173421;3031;0
"Stocktwits";"2025-08-15";64146;4083;329;4;61;4046;63;0
"East Idaho News";"2025-08-15";1350;84;6;0;1;82;0;0
"On3.com";"2025-08-15";503340;32774;672;44;101;30884;176;0
"DPA";"2025-08-15";168688;14756;4928;39;595;14654;235;0
"Raw Story";"2025-08-15";2832349;565217;23758;296;9353;558503;5158;0
"NFL Analysis Network";"2025-08-15";50033;5035;37;16;45;5001;11;0
"NBA Analysis Network";"2025-08-16";84577;10589;70;31;52;10598;27;0
"Alternet";"2025-08-16";922468;205839;8699;287;3314;203986;2211;0
"Stocktwits";"2025-08-16";29816;2266;169;2;45;2239;26;0
"East Idaho News";"2025-08-16";432;25;1;0;0;23;0;0
"On3.com";"2025-08-16";806500;34156;675;55;106;31971;167;0
"Check Your Fact";"2025-08-16";1;0;0;0;0;0;0;0
"DPA";"2025-08-16";153772;12503;6681;44;666;12333;207;0
"Raw Story";"2025-08-16";2050028;408271;12359;154;5893;397749;3744;0
"NFL Analysis Network";"2025-08-16";53116;4868;41;9;18;4831;15;0
"NBA Analysis Network";"2025-08-17";74506;7709;75;22;16;7734;14;0
"Alternet";"2025-08-17";1098333;260919;9266;415;3608;258911;2407;0
"Stocktwits";"2025-08-17";17221;1100;63;0;22;1072;14;0
"East Idaho News";"2025-08-17";302;13;1;0;0;10;0;0
"On3.com";"2025-08-17";1182472;76670;1365;105;184;73521;296;0
